First Name,Last Name,Age,Nationality,Height,Weight,Team Name,League,Appearances,Lineups,Minutes,Number,Position,Rating,Captain,In,Out,Bench,Total Shots,On Target Shots,Total Goals,Conceded Goals,Assists,Saves,Total Passes,Key Passes,Pass Accuracy,Total Tackles,Blocks,Interceptions,Total Duels,Duels Won,Dribble Attempts,Dribble Success,Past Dribbles,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Penalties Won,Penalties Committed,Penalties Scored,Penalties Missed,Penalties Saved
Joseph Charles,Whitworth,19.0,England,179 cm,,Crystal Palace,Premier League,2,2,180,,Defender,6.350000,0.0,0,0,0,,,0,5.0,,5.0,75.0,,26.0,,,,,,,,,,,0,0,,,0.0,0.0,0.0
Paulo Dino,Gazzaniga Farias,31.0,Argentina,196 cm,90 kg,Fulham,Premier League,0,11,0,,Goalkeeper,,0.0,5,7,0,28.0,16.0,0,,,,,,,14.0,,,138.0,,,,,29.0,,1,1,,,,,
João,Félix Sequeira,24.0,Portugal,181 cm,70 kg,Chelsea,Premier League,16,11,944,,Defender,6.668750,0.0,5,10,5,28.0,16.0,4,0.0,,,329.0,7.0,16.0,23.0,,1.0,104.0,68.0,50.0,22.0,,29.0,15.0,3,1,,,0.0,0.0,
John,Stones,29.0,England,188 cm,80 kg,Manchester City,Premier League,23,27,944,,Midfielder,6.668750,0.0,4,5,5,9.0,3.0,2,0.0,,,1511.0,7.0,16.0,30.0,10.0,9.0,25.0,70.0,7.0,28.0,,8.0,10.0,1,1,,,0.0,0.0,
İlkay,Gündoğan,33.0,Germany,180 cm,80 kg,Manchester City,Premier League,31,16,1849,,Defender,7.021739,0.0,1,1,2,41.0,3.0,0,0.0,2.0,,1540.0,39.0,61.0,29.0,1.0,20.0,68.0,90.0,35.0,4.0,,25.0,23.0,0,0,,,0.0,0.0,
João Pedro,Cavaco Cancelo,29.0,Portugal,182 cm,74 kg,Fulham,Premier League,6,1,140,,Defender,7.135483,0.0,5,3,4,,,0,0.0,4.0,,1095.0,12.0,55.0,3.0,2.0,19.0,,9.0,51.0,3.0,,,13.0,0,0,,,0.0,0.0,
Melingo Kevin,Mbabu,28.0,Switzerland,184 cm,83 kg,Arsenal,Premier League,27,6,0,,Goalkeeper,6.380000,0.0,21,0,5,,2.0,0,0.0,,,402.0,2.0,9.0,20.0,,3.0,155.0,,6.0,1.0,,9.0,4.0,3,0,,,0.0,0.0,
Kieran,Tierney,26.0,Scotland,178 cm,70 kg,Chelsea,Premier League,0,0,2566,,Defender,,0.0,0,1,0,,,1,33.0,,,894.0,4.0,24.0,,,,69.0,,,,,,5.0,2,0,,,0.0,0.0,
Héctor,Bellerín Moruno,28.0,Spain,178 cm,74 kg,Chelsea,Premier League,29,29,0,,Defender,7.103448,0.0,0,1,9,,1.0,1,,,91.0,,,,14.0,5.0,,69.0,87.0,1.0,7.0,,8.0,,2,0,,,0.0,,
Kepa,Arrizabalaga Revuelta,29.0,Spain,189 cm,84 kg,Leicester,Premier League,0,0,1522,,Defender,,0.0,9,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,14.0,8.0,7.0,69.0,43.0,12.0,1.0,,7.0,27.0,2,0,,,0.0,0.0,
Marcos,Alonso Mendoza,33.0,Spain,188 cm,84 kg,Leicester,Premier League,25,16,529,,Defender,6.837500,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,14.0,8.0,7.0,69.0,43.0,1.0,1.0,,4.0,7.0,2,0,,,0.0,0.0,
César,Azpilicueta Tanco,34.0,Spain,178 cm,76 kg,Leicester,Premier League,7,6,529,,Defender,6.928571,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,14.0,8.0,7.0,69.0,43.0,1.0,1.0,,4.0,7.0,2,0,,,0.0,0.0,
Çağlar,Söyüncü,27.0,Türkiye,185 cm,82 kg,Leicester,Premier League,7,6,529,,Defender,6.928571,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,14.0,8.0,7.0,69.0,43.0,1.0,1.0,,4.0,7.0,2,0,,,0.0,0.0,
Ayoze,Pérez Gutiérrez,30.0,Spain,178 cm,72 kg,Leicester,Premier League,7,6,529,,Defender,6.928571,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,14.0,8.0,7.0,76.0,43.0,1.0,1.0,,4.0,7.0,2,0,,,0.0,0.0,
Oriol,Romeu Vidal,32.0,Spain,183 cm,83 kg,Southampton,Premier League,7,6,529,,Defender,6.928571,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,1.0,40.0,1.0,8.0,7.0,7.0,43.0,1.0,1.0,,12.0,7.0,0,0,,,0.0,0.0,
Sergi,Canós Tenés,26.0,Spain,177 cm,75 kg,Brentford,Premier League,7,1,529,,Attacker,6.928571,0.0,1,1,1,4.0,2.0,1,0.0,,,306.0,11.0,16.0,,,2.0,12.0,6.0,1.0,1.0,,2.0,7.0,0,0,,,0.0,0.0,
Boubakary,Soumaré,24.0,France,188 cm,70 kg,Leicester,Premier League,7,0,380,,Midfielder,6.928571,0.0,0,1,0,6.0,,0,0.0,1.0,,29.0,1.0,28.0,57.0,1.0,33.0,200.0,5.0,1.0,1.0,,3.0,7.0,0,0,,,0.0,0.0,
Marc,Roca Junqué,27.0,Spain,184 cm,77 kg,Leeds,Premier League,8,20,75,,Attacker,6.900000,0.0,5,2,3,1.0,13.0,0,0.0,,,37.0,11.0,29.0,66.0,4.0,23.0,263.0,109.0,1.0,2.0,,22.0,1.0,9,0,,,0.0,0.0,
Japhet Manzambi,Tanganga,24.0,England,184 cm,76 kg,Tottenham,Premier League,5,29,2329,,Midfielder,6.460000,0.0,6,1,2,21.0,,0,0.0,,,900.0,,29.0,3.0,10.0,2.0,24.0,130.0,4.0,12.0,,29.0,3.0,7,0,,,0.0,0.0,
Loïc,Badé,23.0,France,191 cm,89 kg,Nottingham Forest,Premier League,4,0,146,,Defender,6.742307,0.0,3,11,0,,,0,0.0,2.0,,1209.0,,27.0,,,,,,18.0,1.0,,3.0,31.0,0,0,,,0.0,0.0,
Máximo,Perrone,20.0,Argentina,177 cm,68 kg,Manchester City,Premier League,1,0,18,,Midfielder,6.806250,0.0,2,2,1,,,0,0.0,,,91.0,,,,,,,,27.0,,,,40.0,0,0,,,0.0,0.0,
Harry Edward,Kane,30.0,England,188 cm,86 kg,Tottenham,Premier League,38,3,3408,,Attacker,7.439473,0.0,0,3,0,100.0,,30,0.0,3.0,,851.0,57.0,16.0,5.0,7.0,2.0,407.0,174.0,90.0,37.0,,56.0,31.0,6,0,,,5.0,1.0,
Naby Laye,Keïta,28.0,Guinea,172 cm,64 kg,Liverpool,Premier League,8,0,292,,Midfielder,6.442857,0.0,5,3,5,,,0,0.0,,,164.0,8.0,16.0,,,2.0,42.0,13.0,3.0,3.0,,2.0,12.0,1,0,,,0.0,0.0,
Nikola,Vlašić,26.0,Croatia,178 cm,72 kg,West Ham,Premier League,0,7,0,,Midfielder,,0.0,0,0,0,7.0,3.0,0,0.0,,,,,,12.0,,,,,,,,,,0,0,,,0.0,0.0,
Marcel,Sabitzer,29.0,Austria,178 cm,76 kg,Manchester United,Premier League,11,0,628,,Midfielder,6.836363,0.0,4,5,4,,,0,0.0,1.0,,296.0,10.0,21.0,,2.0,8.0,70.0,36.0,2.0,1.0,,10.0,8.0,1,0,,,,0.0,
Timo,Werner,27.0,Germany,180 cm,75 kg,Chelsea,Premier League,0,36,0,,Attacker,,0.0,0,0,0,26.0,14.0,0,,,,,,,34.0,,,,,,,,,,5,0,,,0.0,,
Granit,Xhaka,31.0,Switzerland,186 cm,80 kg,Arsenal,Premier League,37,14,3004,,Midfielder,7.027027,0.0,1,12,1,5.0,2.0,7,0.0,7.0,,1571.0,47.0,36.0,25.0,10.0,15.0,234.0,123.0,23.0,13.0,,39.0,25.0,3,0,,,0.0,0.0,
Maximilian,Wöber,25.0,Austria,188 cm,85 kg,Leeds,Premier League,16,14,1264,,Defender,6.843750,0.0,2,2,2,5.0,2.0,0,0.0,,,644.0,6.0,28.0,25.0,14.0,27.0,100.0,53.0,1.0,,,1.0,15.0,3,0,,,0.0,0.0,
Vicente,Guaita Panadero,36.0,Spain,190 cm,81 kg,Leeds,Premier League,16,27,1264,,Defender,6.843750,0.0,2,2,2,,,0,0.0,,85.0,644.0,,28.0,,14.0,27.0,100.0,53.0,1.0,,,1.0,15.0,1,0,,,0.0,0.0,
Jordan Bhekithemba,Zemura,24.0,Zimbabwe,173 cm,63 kg,Crystal Palace,Premier League,27,17,2430,,Goalkeeper,6.988888,0.0,0,0,0,3.0,1.0,0,34.0,1.0,,701.0,18.0,17.0,40.0,9.0,,15.0,14.0,,,,3.0,1.0,1,0,,,0.0,0.0,0.0
Wout François Maria,Weghorst,31.0,Netherlands,197 cm,84 kg,Bournemouth,Premier League,19,10,1457,,Attacker,6.563157,0.0,7,5,2,11.0,5.0,0,0.0,1.0,,456.0,14.0,16.0,11.0,2.0,16.0,156.0,78.0,36.0,17.0,,14.0,17.0,1,0,,,0.0,0.0,
Robin Leon,Koch,27.0,Germany,191 cm,86 kg,Manchester United,Premier League,17,36,797,,Defender,6.611764,0.0,0,7,7,13.0,4.0,0,0.0,,,207.0,6.0,8.0,53.0,21.0,7.0,321.0,39.0,11.0,4.0,,9.0,14.0,7,0,,,0.0,0.0,
Deniz,Undav,27.0,Germany,179 cm,86 kg,Leeds,Premier League,36,6,3178,,Attacker,6.625000,0.0,16,3,0,19.0,12.0,0,0.0,,,1588.0,8.0,34.0,7.0,1.0,43.0,57.0,182.0,3.0,1.0,,4.0,35.0,2,0,,,0.0,0.0,
Matúš,Bero,28.0,Slovakia,181 cm,81 kg,Brighton,Premier League,22,0,618,,Midfielder,6.690000,0.0,0,6,16,,,5,0.0,,,162.0,,6.0,,,,,20.0,6.0,4.0,,,15.0,0,0,,,,0.0,
Brenden Russell,Aaronson,23.0,USA,177 cm,68 kg,Vitesse,Premier League,36,28,0,,Midfielder,,0.0,8,0,0,29.0,9.0,0,,3.0,,,47.0,,45.0,3.0,,354.0,,,33.0,,55.0,,2,0,,,0.0,,
Andrew,Moran,20.0,Republic of Ireland,177 cm,73 kg,Leeds,Premier League,1,0,2384,,Midfielder,6.300000,0.0,1,20,8,,,1,0.0,,,2.0,,15.0,,,5.0,,141.0,,,,,16.0,0,0,,,0.0,0.0,
Matěj,Kovář,23.0,Czechia,196 cm,77 kg,Brighton,Premier League,0,0,11,,Goalkeeper,,0.0,0,0,0,,,0,0.0,,,,,1.0,,,,,,,,,,,0,0,,,0.0,0.0,0.0
Fábio Leandro,Freitas Gouveia de Carvalho,21.0,Portugal,170 cm,62 kg,Manchester United,Premier League,13,4,0,,Midfielder,6.561538,0.0,9,4,9,10.0,4.0,2,0.0,,,139.0,1.0,,8.0,,,57.0,,5.0,2.0,,6.0,,0,0,,,0.0,0.0,
Niels Patrick,Nkounkou,23.0,France,180 cm,78 kg,Everton,Premier League,0,0,342,,Defender,,0.0,0,0,0,,,0,,,,,,,,,6.0,,20.0,,,,,6.0,0,0,,,,,
Nathan Adewale Temitayo,Tella,24.0,England,173 cm,70 kg,Southampton,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
David Datro,Fofana,21.0,Côte d'Ivoire,181 cm,76 kg,Chelsea,Premier League,3,1,69,,Attacker,6.866666,0.0,2,1,2,3.0,2.0,0,0.0,,,8.0,3.0,2.0,3.0,,,19.0,,7.0,5.0,,3.0,3.0,0,0,,,0.0,0.0,
Arthur Henrique,Ramos de Oliveira Melo,27.0,Brazil,171 cm,73 kg,Leeds,Premier League,26,24,1959,,Defender,6.736000,0.0,4,4,5,,,0,0.0,,,318.0,1.0,23.0,,4.0,6.0,,,,6.0,,,,4,0,,,0.0,0.0,
Rasmus,Nissen Kristensen,26.0,Denmark,187 cm,70 kg,Brighton,Premier League,7,0,0,,Defender,7.185714,0.0,0,8,0,11.0,4.0,2,0.0,,,,12.0,40.0,63.0,,,68.0,109.0,13.0,6.0,,6.0,19.0,0,0,,,0.0,0.0,
Yerry Fernando,Mina González,29.0,Colombia,195 cm,94 kg,Bournemouth,Premier League,0,6,0,,Defender,,0.0,7,0,0,8.0,1.0,0,,,,,,23.0,43.0,,,166.0,,10.0,,,10.0,24.0,3,0,,,,0.0,
Remo Marco,Freuler,31.0,Switzerland,181 cm,80 kg,Vitesse,Premier League,0,0,580,,Defender,,0.0,1,3,0,5.0,,0,,,,207.0,,,16.0,,5.0,,40.0,,,,,,0,0,,,0.0,,
Axel,Tuanzebe,26.0,England,186 cm,75 kg,Everton,Premier League,13,7,0,,Attacker,,0.0,0,8,7,,2.0,0,0.0,,,175.0,4.0,14.0,,,,,,,7.0,,,,1,0,,,0.0,,
Matthew Edward,Barkell Clarke,27.0,England,188 cm,74 kg,Leeds,Premier League,0,5,0,,Midfielder,6.718750,0.0,0,0,5,,,1,0.0,,,,13.0,,,,,,,10.0,6.0,,15.0,5.0,1,0,,,,0.0,
James Clayton,Hill,21.0,England,184 cm,73 kg,Brentford,Premier League,8,0,648,,Defender,,0.0,15,0,0,5.0,6.0,3,0.0,,,,,,15.0,2.0,15.0,,22.0,3.0,,,,,0,0,,,,0.0,
Lewis John,O'Brien,25.0,England,173 cm,74 kg,Tottenham,Premier League,0,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,,,9.0,,,,,,,2.0,,11.0,,0,0,,,0.0,,
Gianluca,Scamacca,24.0,Italy,196 cm,85 kg,Tottenham,Premier League,0,0,0,,Midfielder,6.500000,0.0,0,3,1,7.0,,0,0.0,,,,,,,2.0,1.0,90.0,,,10.0,,,6.0,0,0,,,0.0,0.0,
Sondre,Bjorvand Tronstad,28.0,Norway,174 cm,70 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,,,,,2.0,,,,,,,7.0,,,,,0,0,,,0.0,0.0,
Pablo,Marí Villar,30.0,Spain,193 cm,87 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,2.0,,,,5.0,,,,,,,,,,11.0,0,0,,,0.0,,
Diego Javier,Llorente Ríos,30.0,Spain,186 cm,75 kg,Tottenham,Premier League,0,0,0,,Midfielder,6.675000,0.0,0,0,0,,,1,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Matías Nicolás,Viña Susperreguy,26.0,Uruguay,175 cm,70 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Nathan Paul,Broadhead,25.0,Wales,178 cm,73 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Brandon Paul Brian,Williams,23.0,England,171 cm,63 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Sam,Greenwood,21.0,England,185 cm,,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Alexander George Henry,Gilbert,22.0,Republic of Ireland,183 cm,67 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Alfie Sean,Devine,19.0,England,179 cm,75 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Omari Elijah,Giraud-Hutchinson,20.0,Jamaica,174 cm,65 kg,Tottenham,Premier League,1,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,8.0,,,,,,,,,,,0,0,,,0.0,0.0,
Ryan,Trevitt,20.0,England,170 cm,65 kg,Chelsea,Premier League,0,0,0,,Midfielder,6.300000,0.0,1,0,1,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Christian Mate,Pulišić,25.0,USA,177 cm,69 kg,Chelsea,Premier League,19,16,812,,Midfielder,6.547826,0.0,16,8,17,14.0,2.0,1,0.0,4.0,,276.0,12.0,10.0,14.0,2.0,4.0,105.0,42.0,15.0,11.0,,15.0,10.0,7,0,,,0.0,0.0,
Weston James Earl,McKennie,25.0,USA,183 cm,84 kg,Leicester,Premier League,30,13,1440,,Midfielder,6.779310,0.0,3,7,17,10.0,16.0,0,0.0,4.0,,275.0,13.0,24.0,14.0,2.0,22.0,163.0,71.0,15.0,7.0,,5.0,21.0,2,0,,,0.0,0.0,
Patson,Daka,25.0,Zambia,183 cm,71 kg,Leicester,Premier League,30,13,1181,,Attacker,6.779310,0.0,17,11,17,23.0,16.0,4,0.0,4.0,,275.0,17.0,6.0,14.0,2.0,7.0,164.0,62.0,15.0,7.0,,15.0,23.0,2,0,,,0.0,0.0,
Ruben Ira,Loftus-Cheek,27.0,England,191 cm,88 kg,Leicester,Premier League,30,13,1181,,Attacker,6.779310,0.0,17,11,17,23.0,16.0,4,0.0,4.0,,275.0,17.0,6.0,14.0,2.0,7.0,164.0,62.0,15.0,7.0,,15.0,23.0,2,0,,,0.0,0.0,
Ivan Ricardo,Neves Abreu Cavaleiro,30.0,Angola,175 cm,72 kg,Leicester,Premier League,25,13,1181,,Attacker,6.779310,0.0,17,11,17,23.0,16.0,4,0.0,4.0,,851.0,17.0,6.0,25.0,2.0,7.0,164.0,62.0,15.0,7.0,,15.0,23.0,2,0,,,0.0,0.0,
Nampalys,Mendy,31.0,Senegal,167 cm,73 kg,Chelsea,Premier League,25,13,1181,,Midfielder,6.779310,0.0,6,11,6,23.0,16.0,4,0.0,1.0,,,16.0,6.0,25.0,2.0,7.0,,62.0,49.0,27.0,,15.0,23.0,2,0,,,0.0,0.0,
Mark,Travers,24.0,Republic of Ireland,191 cm,82 kg,Chelsea,Premier League,0,19,1543,,Attacker,6.737500,0.0,6,0,0,23.0,2.0,4,,1.0,,,,6.0,,,7.0,,108.0,,,,15.0,23.0,1,0,,,,0.0,
Shane Patrick Michael,Duffy,31.0,Republic of Ireland,193 cm,76 kg,Fulham,Premier League,0,19,0,,Attacker,,0.0,0,0,0,4.0,2.0,0,,,,,,30.0,,,12.0,,,,,,34.0,10.0,0,0,,,,,
Adam John,Forshaw,32.0,England,174 cm,71 kg,Fulham,Premier League,0,0,0,,Attacker,,0.0,0,0,0,4.0,,0,0.0,,,,2.0,,,,,,,,,,,10.0,0,0,,,,,
Anwar,El Ghazi,28.0,Netherlands,189 cm,90 kg,Fulham,Premier League,12,0,0,,Midfielder,,0.0,0,0,0,,,0,32.0,,36.0,313.0,,,,,,59.0,,10.0,,,,,0,0,,,,,
Benjamin David,Pearson,28.0,England,176 cm,71 kg,Fulham,Premier League,1,0,749,,Defender,6.735294,0.0,4,0,12,,1.0,0,0.0,,,20.0,,,,,,4.0,34.0,,1.0,,,,0,0,,,0.0,0.0,0.0
Jack William,Stacey,27.0,England,180 cm,62 kg,Bournemouth,Premier League,4,7,2,,Midfielder,4.200000,0.0,0,0,1,,,0,0.0,,,20.0,,,,,13.0,5.0,4.0,1.0,1.0,,1.0,,0,0,,,0.0,0.0,
Frédéric,Guilbert,29.0,France,178 cm,70 kg,Fulham,Premier League,0,0,0,,Defender,4.200000,0.0,7,0,4,2.0,,0,,,,20.0,,20.0,12.0,,,,4.0,,8.0,,5.0,,0,0,,,0.0,0.0,
Sepp,van den Berg,22.0,Netherlands,189 cm,74 kg,Leeds,Premier League,0,0,477,,Defender,6.650000,0.0,0,4,0,1.0,,0,0.0,,,,,8.0,,,,25.0,4.0,,,,,,0,0,,,0.0,,
Carlos Miguel,Ribeiro Dias,30.0,Portugal,185 cm,82 kg,Aston Villa,Premier League,10,3,0,,Defender,,0.0,4,3,0,1.0,1.0,0,,,,134.0,,15.0,7.0,,,31.0,27.0,7.0,2.0,,,,1,0,,,0.0,0.0,
Kofi,Balmer,23.0,Northern Ireland,183 cm,,Bournemouth,Premier League,0,0,6,,Midfielder,6.460000,0.0,0,1,4,,,0,0.0,,,96.0,,18.0,5.0,1.0,,,11.0,,,,,9.0,2,0,,,,0.0,
Thomas Christopher,Cannon,21.0,Republic of Ireland,180 cm,,Bournemouth,Premier League,1,0,0,,Attacker,,0.0,0,0,0,,,0,0.0,,,2.0,1.0,7.0,,,5.0,,,,,,,4.0,0,0,,,0.0,0.0,
Sebastian,Revan,20.0,England,181 cm,,Everton,Premier League,2,0,0,,Defender,,0.0,1,0,2,,,0,0.0,,,,,,,,,4.0,,,,,,,0,0,,,0.0,0.0,
Dexter Joeng Woo,Lembikisa,20.0,Jamaica,180 cm,68 kg,Aston Villa,Premier League,1,0,22,,Defender,6.800000,0.0,1,0,0,1.0,,0,0.0,,,5.0,,,,,,,,,,,,,0,0,,,0.0,0.0,
Marcus Vinícius,Oliveira Alencar,20.0,Brazil,175 cm,85 kg,Arsenal,Premier League,1,0,0,,Attacker,,0.0,1,0,1,,,0,0.0,,,3.0,,2.0,,,,1.0,,,,,,,0,0,,,0.0,0.0,
Harry Billy,Winks,27.0,England,178 cm,65 kg,Tottenham,Premier League,0,0,0,,Midfielder,,0.0,0,0,10,,,0,,,,,,,,,,,,,,,,,0,0,,,,,
Pierre-Emerick Emiliano Franço,Aubameyang,34.0,Gabon,187 cm,80 kg,Chelsea,Premier League,15,5,550,,Attacker,6.480000,0.0,10,6,17,13.0,7.0,1,0.0,,,108.0,4.0,6.0,1.0,,2.0,31.0,47.0,5.0,3.0,,1.0,5.0,1,0,,,0.0,0.0,
Kelechi Promise,Ịheanachọ,27.0,Nigeria,185 cm,82 kg,Leicester,Premier League,28,11,1120,,Attacker,6.737037,0.0,17,10,16,33.0,14.0,5,0.0,5.0,,305.0,22.0,8.0,7.0,1.0,,156.0,27.0,37.0,6.0,,5.0,9.0,0,0,,,1.0,0.0,
Dennis Pierre Jacques Albert,Praet,29.0,Belgium,181 cm,78 kg,Leicester,Premier League,22,6,639,,Midfielder,6.561904,0.0,16,6,0,3.0,2.0,1,0.0,,,248.0,3.0,8.0,12.0,2.0,5.0,69.0,139.0,13.0,8.0,,8.0,23.0,1,0,,,0.0,0.0,
Wout Felix Lina,Faes,25.0,Belgium,187 cm,84 kg,Nottingham Forest,Premier League,31,31,2787,,Defender,6.932258,0.0,0,0,2,11.0,3.0,1,0.0,2.0,,1840.0,9.0,50.0,56.0,37.0,40.0,224.0,126.0,11.0,14.0,,17.0,29.0,5,0,,,0.0,0.0,
Renan Augusto,Lodi dos Santos,25.0,Brazil,173 cm,68 kg,Leicester,Premier League,28,26,2222,,Defender,6.575000,0.0,2,0,0,8.0,,0,22.0,1.0,38.0,668.0,13.0,17.0,52.0,6.0,33.0,235.0,3.0,28.0,,,42.0,,7,0,,,0.0,0.0,
Daniel,Lønne Iversen,26.0,Denmark,193 cm,80 kg,Everton,Premier League,12,12,1080,,Goalkeeper,6.700000,0.0,0,1,1,,,0,0.0,,,326.0,,13.0,,,,3.0,52.0,,,,,11.0,0,0,,,0.0,0.0,2.0
Conor David,Coady,30.0,England,185 cm,80 kg,Wolves,Premier League,24,23,2096,,Defender,6.770833,0.0,1,0,0,3.0,3.0,1,0.0,1.0,,1200.0,4.0,42.0,14.0,17.0,14.0,97.0,52.0,2.0,,,13.0,11.0,2,0,,,0.0,0.0,
Ricardo Domingos,Barbosa Pereira,30.0,Portugal,175 cm,70 kg,Leicester,Premier League,10,0,0,,Defender,6.770833,0.0,0,2,5,3.0,3.0,0,0.0,1.0,,1200.0,7.0,42.0,14.0,17.0,14.0,97.0,25.0,2.0,5.0,,13.0,4.0,2,0,,,0.0,0.0,
Marc Kevin,Albrighton,34.0,England,175 cm,74 kg,Leicester,Premier League,6,5,451,,Defender,6.544444,0.0,5,1,5,1.0,1.0,1,0.0,1.0,,254.0,6.0,20.0,11.0,2.0,4.0,54.0,8.0,6.0,1.0,,4.0,2.0,0,0,,,0.0,0.0,
Hamza,Dewan Choudhury,26.0,England,178 cm,64 kg,Leicester,Premier League,0,1,0,,Midfielder,6.866666,0.0,5,0,0,2.0,1.0,1,,,,113.0,,13.0,4.0,,1.0,,,1.0,,,,,0,0,,,0.0,,
Onyinye Wilfred,Ndidi,27.0,Nigeria,183 cm,74 kg,Leicester,Premier League,27,0,1682,,Midfielder,6.769230,0.0,0,11,8,,,0,0.0,,,894.0,3.0,27.0,,14.0,,197.0,109.0,,9.0,,14.0,29.0,4,0,,,,0.0,
Jamie Richard,Vardy,36.0,England,179 cm,74 kg,Leicester,Premier League,37,19,1852,,Midfielder,6.556756,0.0,8,13,18,5.0,2.0,0,0.0,,,255.0,15.0,3.0,61.0,3.0,37.0,210.0,76.0,26.0,12.0,,7.0,21.0,1,0,,,0.0,1.0,
Jannik,Vestergaard,31.0,Denmark,199 cm,98 kg,Leicester,Premier League,0,0,0,,Attacker,,0.0,18,0,0,25.0,15.0,3,0.0,4.0,,,,,10.0,,2.0,,,,,,,,0,0,,,0.0,0.0,
Alexander,Smithies,33.0,England,189 cm,84 kg,Leicester,Premier League,0,0,0,,Defender,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
James Michael,Justin,25.0,England,183 cm,80 kg,Leicester,Premier League,14,14,1254,,Defender,6.892857,0.0,0,2,0,,,0,0.0,,,682.0,7.0,39.0,,6.0,,136.0,76.0,15.0,4.0,,29.0,8.0,0,0,,,0.0,0.0,0.0
Harry James,Souttar,25.0,Australia,198 cm,80 kg,Leicester,Premier League,12,11,991,,Defender,6.772727,0.0,1,0,1,6.0,2.0,0,0.0,,,548.0,3.0,37.0,20.0,12.0,15.0,83.0,61.0,3.0,3.0,,5.0,5.0,2,0,,,0.0,0.0,
Kiernan Frank,Dewsbury-Hall,25.0,England,178 cm,,Leicester,Premier League,31,28,2315,,Midfielder,6.854838,0.0,3,11,3,19.0,6.0,0,0.0,1.0,,1095.0,39.0,27.0,15.0,13.0,12.0,271.0,141.0,64.0,38.0,,35.0,37.0,4,0,,,0.0,0.0,
Kasey,McAteer,22.0,England,,,Leicester,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,2.0,,,,,53.0,,,,,,,,,,0,0,,,0.0,0.0,
Wanya,Marçal-Madivadua,21.0,Portugal,181 cm,,Leicester,Premier League,0,0,0,,Midfielder,,0.0,0,0,0,,,0,0.0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,
Layvin Marc,Kurzawa,31.0,France,182 cm,74 kg,Fulham,Premier League,0,2,135,,Defender,6.200000,0.0,1,0,1,,,0,0.0,,,,,9.0,3.0,,2.0,11.0,5.0,4.0,2.0,,,1.0,1,0,,,0.0,0.0,
Loïc Junior,Mbe Soh,22.0,France,186 cm,81 kg,Nottingham Forest,Premier League,17,0,9,,Defender,,0.0,0,1,0,,,0,32.0,,,464.0,,,,,,,7.0,,,,,,0,0,,,0.0,0.0,
Keylor Antonio,Navas Gamboa,37.0,Costa Rica,185 cm,80 kg,Vitesse,Premier League,0,17,413,,Goalkeeper,,0.0,0,0,0,,,0,,,,,,14.0,,,,10.0,16.0,1.0,,,2.0,,0,0,,,0.0,,1.0
Toni,Domgjoni,25.0,Kosovo,179 cm,74 kg,Aston Villa,Premier League,2,0,2340,,Midfielder,6.700000,0.0,2,0,0,,,0,0.0,,78.0,7.0,,,,,3.0,10.0,9.0,,5.0,,5.0,,0,0,,,,0.0,
Morgan Stéphane,Sanson,29.0,France,180 cm,73 kg,Leicester,Premier League,7,0,2340,,Midfielder,6.557142,0.0,2,0,2,1.0,,0,0.0,,78.0,784.0,,2.0,2.0,,,10.0,9.0,,,,5.0,5.0,0,0,,,0.0,0.0,
